id,claim,label,evidence
2733,Ifn-α2a therapy in 5 patients with inborn errors of tlr3 and irf3 infected with sars-cov-2.,REFUTED,"['We report here the safety of a single subcutaneous injection of Peg-IFN-α2a in two patients with IEIs affecting the production of type I IFNs associated with a predisposition to severe COVID-19.', 'The rationale for proposing IFN-α2a treatment to these two patients was based on (i) the impairment of type I IFN production by both AD TLR3 and IRF3 deficiencies [2,3,4,5]; (ii) the development of severe COVID-19, sometimes with a fatal outcome, in some patients with IEIs affecting type I IFN production; (iii) the anosmia/ageusia in both patients, whose IEI predispose to HSE, and the tropism of SARS-Cov2 for the central nervous system, which together stressed a risk of neurological manifestations of COVID-19; (iv) the high susceptibility of TLR3-deficient fibroblasts to SARS-Cov2 in vitro, a phenotype rescued by exogenous type I IFN; (v) the diagnosis of these two patients with COVID-19 at a very early stage of clinical manifestations, placing both patients in the so-called first phase of COVID-19; and (vi) the known safety profile of a single dose of Peg-IFN-α2a.']"
865,Saliva-based antigen testing is lower than the pcr swab,REFUTED,"['And, just as importantly, antigen-based testing is highly specific: unlike its PCR counterpart, the antigen test isnt fooled by faint signals of lingering viral matter outside the period of infectiousness.', 'Fortunately, other attributes of saliva-based antigen testing make this feasible: unlike PCR, it doesnt require trained personnel, specific chemical supplies, or centralized, expensive laboratory instrument; it is less vulnerable to the supply chain bottlenecks that plague PCR-based labs; it returns results in a matter of hours; it costs as little as $1 per test; and it could be as convenient as sucking on a piece of paper.', 'Rapid, saliva-based antigen testing is an essential weapon in the fight to resume many of the activities and reopen many of the venues that comprise what we used to call normal life. It is practical, convenient, cost-effective, and easily scaled.']"
2371,Inhibition of plasma angiotensin ii level is a potential pathogenesis for the critically ill covid-19 patients,REFUTED,"['h The plasma Ang II positive rate in the critically ill COVID-19 cases was significantly higher than that of control.', 'b The plasma Ang II concentration in the critically ill COVID-19 cases and severe COVID-19 cases was significantly higher than that of the mild COVID-19 cases.', 'Therefore, elevation of Ang II triggered by interaction between ACE2 and S protein of SARS-CoV-2 may be important pathogenic factors for critically ill COVID-19 patients.', 'Plasma Ang II level in critically ill COVID-19 patients was significantly higher than that of control and those with mild COVID-19 symptoms (Fig.']"
1369,North korea 'no dead coronavirus patient'after he's'seen at public baths ',REFUTED,"['India TV News Desk Pyongyang Updated on: February 14, 2020 13:46 IST Image Source : AP Kim Jong-Un shoots dead official for using public bath during quarantine zone; exiles another North Korean leader Kim Jong-Un ordered the killing of a trade official after the man visited a public bath while he was told to remain in a quarantined zone as a precaution to coronavirus infection spread.']"
2080,"Imhe estimates 81,114 deaths in united states over next four months",SUPPORTED,"['With those inputs, the computer models project a total of 81,114 deaths in the U.S. over the next four months.', 'We estimate 81,114 (95% UI 38,242 to 162,106) deaths in the United States from COVID-19 over the next 4 months.', 'We estimate that there will be a total of 81,114 deaths (95% UI 38,242 to 162,106) from COVID-19 over the next 4 months in the US.', 'We estimate that there will be a total of 81,114 (95% UI 38,242 to 162,106) deaths from COVID-19 over the next 4 months in the US.']"
651,Strong link found between abnormal liver tests and poor covid-19 outcomes,SUPPORTED,"['Rather than the liver itself driving poorer outcomes in COVID-19 patients, the organ is more likely a bystander affected by the hyperinflammation associated with COVID-19 and by the side effects of related treatments, Nathanson said.', 'But regardless of whether patients came to the hospital with existing liver problems or developed them during their COVID-19-related hospitalization, a strong association was observed between abnormal liver tests and the severity of the COVID-19 cases, the researchers said.', 'The study noted a relationship between drugs used to treat severe COVID-19 and liver damage, most significantly the drug tocilizumab.', 'We observed a strong association between the use of COVID-19 medications and abnormal liver tests, said Lim, but added that they could not confidently tease out that the abnormal tests were due to drug-induced liver injury as opposed to the disease.']"
3177,Gilead data suggests coronavirus patients are difficult to treatment,REFUTED,"['Remdesivir was one of the first medicines identified as having the potential to impact SARS-CoV-2, the novel coronavirus that causes Covid-19, in lab tests.']"
512,No sars-cov-2 cross-neutralization by intravenous immunoglobulins produced from plasma collected after the 2020 pandemic,REFUTED,"['Whether the other, seasonally circulating coronaviruses induce cross-reactive, potentially even cross- neutralizing antibodies to the new species in humans is unclear.', 'The question is of particular relevance for people with immune deficiencies, as their health depends on treatment with immunoglobulin preparations that need to contain neutralizing antibodies against the pathogens in their environment.', 'SUMMARY IVIG products manufactured from pre-pandemic plasma do not neutralize SARS-CoV-2 but contain high neutralizing titers for seasonal coronavirus hCoV-229E.', ']: dot [@]: at [MHRA]: Medicines and Healthcare products Regulatory Agency [JCVI]: Joint Committee for Vaccination and Immunisation [PMC]: Penske Media Corporation [ COVID-19]: coronavirus disease 2019 [COVID-19]: coronavirus disease 2019 [v]: View this template [t]: telephone [e]: email []: You need to accept this checkbox.']"
2573,Insight into vaccine development for alpha-coronaviruses based on structural and immunological analyses of spike genes,REFUTED,"['Our results indicate that Alpha-coronavirus is more conducive to escape host immune recognition, and also provide novel ideas for the development of vaccines targeting S protein.', 'Coronavirus spike (S) protein is considered as a major target for vaccine development.', 'Then, structural and immunological analyses were used to explore differences in the immune response with RBDs among these coronaviruses.']"
663,Sars-cov-2 genome evolution exposes early human infections,REFUTED,['SUMMARY In this study we sought signals of evolution to identify how the SARS-CoV-2 genome has adapted at the outset of the COVID-19 pandemic.']
3253,Sri lankan muslims call for end to covid-19 cremations,SUPPORTED,"['""We are in agreement with the Human Rights Commission of Sri Lanka, which states that if the government wished to move away from the WHO regulation and its own previous regulation, which permitted both cremation and burial, the government should have consulted leaders of the Muslim community including medical professionals and scientists of the faith,"" said the NPC.', 'Ahmed Shaheed, UN special rapporteur on freedom of religion and belief, has urged the Sri Lankan government to respect Islamic burial rights and stop hate speech against Muslims.', 'Lakmal said there is no scientific evidence to support the conclusion that cremation is safer than burial to avoid infection from COVID-19.', 'All Ceylon Jamiyyathul Ulama said that a Muslim who dies from COVID-19 should have the option of being buried, in line with WHO guidelines and as implemented in more than 180 countries, since it is an integral part of Islam and a religious obligation of the community towards the deceased.', 'Two Catholics, Oshala Lakmal and Ranmal Anthony Amerasinghe, filed separate fundamental rights violation petitions in the Supreme Court challenging the gazette notification that the bodies of those who are confirmed or suspected COVID-19 victims should be cremated within 24 hours, preferably within 12 hours.']"
